Activity,Station_ID,Station Name,Gear,SRBC Method,Date,Time,Macrostemum,Count
Macros,1833,PINE000.0-00011,D-Frame,BENT-004,8/4/2011,0:00,Stenelmis,23
Macros,1833,PINE000.0-00011,D-Frame,BENT-004,8/4/2011,0:00,Sphaeriidae,2
Macros,1833,PINE000.0-00011,D-Frame,BENT-004,8/4/2011,0:00,Serratella,3
Macros,1833,PINE000.0-00011,D-Frame,BENT-004,8/4/2011,0:00,Promoresia,11
Macros,1833,PINE000.0-00011,D-Frame,BENT-004,8/4/2011,0:00,Pleuroceridae,5
Macros,1833,PINE000.0-00011,D-Frame,BENT-004,8/4/2011,0:00,Plauditus,1
Macros,1833,PINE000.0-00011,D-Frame,BENT-004,8/4/2011,0:00,Culoptila,2
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Acari,6
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Tipulidae,2
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Limnephilidae,12
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Bezzia,2
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Cheumatopsyche,7
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Chironomidae,10
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Chloroperlidae,2
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Diplectrona,5
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Eurylophella,18
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Heptageniidae,3
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Capniidae,4
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Leptophlebiidae,7
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Tipula,1
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Molophilus,1
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Oligochaeta,6
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Ostracoda,1
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Physa,1
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Polycentropodidae,1
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Rhyacophila,1
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Sweltsa,3
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Taeniopteryx,2
Macros,1843,WILSN00.0-00001,D-Frame,BENT-004,11/2/2011,0:00,Hydropsyche,45
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Dicranota,1
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Chironomidae,85
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Atherix,2
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Isonychia,7
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Antocha,3
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Ephemerella,2
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Promoresia,7
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Optioservus,6
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Paragnetina,1
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Acroneuria,4
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Acentrella,1
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Serratella,5
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Psephenus,5
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Ophiogomphus,7
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Caenis,2
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Baetis,7
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Cheumatopsyche,54
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Hemerodromia,2
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Maccaffertium,3
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Brachycentrus,1
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Leptophlebiidae,1
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Hydropsyche,11
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Lepidostoma,3
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Rhyacophila,1
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Corydalus,1
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Prostoma,2
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Plauditus,3
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Turbellaria,1
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Acari,3
Macros,1898,PINE000.0-00012,D-Frame,BENT-004,7/11/2012,0:00,Apatania,1
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Brachycentrus,155
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Chimarra,3
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Stenelmis,18
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Optioservus,3
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Ferrissia,2
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Cheumatopsyche,3
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Apatania,1
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Promoresia,2
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Hydropsyche,5
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Chironomidae,7
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Baetis,2
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Corydalus,1
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Lepidostoma,1
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Acari,1
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Ephoron,1
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Isonychia,1
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Micrasema,1
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Gastropoda,2
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Oecetis,1
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Acroneuria,2
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Sphaeriidae,1
Macros,1899,PINE000.0-00013,D-Frame,BENT-004,7/12/2012,0:00,Maccaffertium,7
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Orconectes,2
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Stenelmis,2
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Chironomidae,97
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Brachycentrus,1
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Ferrissia,8
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Oligochaeta,17
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Cheumatopsyche,3
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Crangonyx,2
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Psephenus,16
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Acari,4
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Neophylax,1
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Polycentropus,4
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Sialis,2
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Optioservus,5
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Sphaeriidae,1
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Caenis,3
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Centroptilum,1
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Leucrocuta,2
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Maccaffertium,22
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Procloeon,19
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Stenacron,11
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Pisidium,3
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Acroneuria,1
Macros,1900,PINE000.0-00014,D-Frame,BENT-004,7/13/2012,0:00,Argia,1
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Brachycentrus,8
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Sialis,1
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Dubiraphia,2
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Amphipoda,1
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Chironomidae,39
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Optioservus,2
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Stenelmis,5
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Psephenus,3
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Maccaffertium,15
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Hydropsyche,12
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Acentrella,1
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Acroneuria,6
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Baetis,1
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Caenis,10
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Serratella,27
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Leucrocuta,4
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Stenacron,2
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Hydroptila,2
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Tricorythodes,2
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Ephoron,6
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Hydracarina,2
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Isonychia,14
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Sphaeriidae,8
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Apatania,1
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Oxyethira,1
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Hyalella,2
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Oligochaeta,8
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Cheumatopsyche,18
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Ephemera,2
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Ancylidae,2
Macros,2064,PINE000.0-00017,D-Frame,BENT-004,7/3/2014,14:00,Planorbidae,2
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Cheumatopsyche,12
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Pleuroceridae,19
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Acentrella,2
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Baetis,1
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Plauditus,4
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Serratella,2
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Epeorus,1
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Leucrocuta,3
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Maccaffertium,27
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Isonychia,6
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Brachycentrus,41
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Hydropsyche,6
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Hydroptila,3
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Optioservus,16
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Antocha,2
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Chironomidae,26
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Atherix,1
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Acroneuria,4
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Stenelmis,13
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Lepidostoma,7
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Corydalus,1
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Neophylax,1
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Chimarra,4
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Sphaeriidae,9
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Ceraclea,1
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Hydracarina,1
Macros,1769,PINE000.0-00008,D-Frame Net,BENT-004,8/5/2015,9:15,Psephenus,1
Macros,1827,MARSH00.0-00001,D-Frame Net,BENT-004,7/21/2015,12:45,Optioservus,1
Macros,1827,MARSH00.0-00001,D-Frame Net,BENT-004,7/21/2015,12:45,Caecidotea,5
Macros,1827,MARSH00.0-00001,D-Frame Net,BENT-004,7/21/2015,12:45,Agnetina,2
Macros,1827,MARSH00.0-00001,D-Frame Net,BENT-004,7/21/2015,12:45,Baetis,5
Macros,1827,MARSH00.0-00001,D-Frame Net,BENT-004,7/21/2015,12:45,Acentrella,2
Macros,1827,MARSH00.0-00001,D-Frame Net,BENT-004,7/21/2015,12:45,Cheumatopsyche,41
Macros,1827,MARSH00.0-00001,D-Frame Net,BENT-004,7/21/2015,12:45,Hydropsyche,23
Macros,1827,MARSH00.0-00001,D-Frame Net,BENT-004,7/21/2015,12:45,Hemerodromia,6
Macros,1827,MARSH00.0-00001,D-Frame Net,BENT-004,7/21/2015,12:45,Neoplasta,1
Macros,1827,MARSH00.0-00001,D-Frame Net,BENT-004,7/21/2015,12:45,Simulium,30
Macros,1827,MARSH00.0-00001,D-Frame Net,BENT-004,7/21/2015,12:45,Chrysops,1
Macros,1827,MARSH00.0-00001,D-Frame Net,BENT-004,7/21/2015,12:45,Crangonyx,3
Macros,1827,MARSH00.0-00001,D-Frame Net,BENT-004,7/21/2015,12:45,Chironomidae,82
Macros,1827,MARSH00.0-00001,D-Frame Net,BENT-004,7/21/2015,12:45,Stenelmis,6
Macros,1827,MARSH00.0-00001,D-Frame Net,BENT-004,7/21/2015,12:45,Antocha,6
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Stylogomphus,1
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Dicranota,1
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Leuctra,2
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Psilotreta,3
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Hexatoma,3
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Polycentropus,2
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Ceratopogonidae,6
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Pycnopsyche,25
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Limnophila,1
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Lepidostoma,7
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Chironomidae,70
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Psephenus,12
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Chloroperlidae,2
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Neoplasta,3
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Optioservus,1
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Eurylophella,1
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Sweltsa,2
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Oligochaeta,1
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Acroneuria,1
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Cheumatopsyche,3
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Hydropsyche,51
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Hemerodromia,3
Macros,1843,WILSN00.0-00001,D-Frame Net,BENT-004,10/1/2015,9:00,Rhyacophila,2
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Drunella,45
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Neophylax,1
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Polycentropus,1
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Cheumatopsyche,3
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Ceratopsyche,1
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Helicopsyche,2
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Hydracarina,1
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Optioservus,2
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Prosimulium,1
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Acentrella,10
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Chelifera,1
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Psephenus,8
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Serratella,7
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Paraleptophlebia,4
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Isonychia,2
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Stenacron,2
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Maccaffertium,3
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Leucrocuta,4
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Chironomidae,44
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Isoperla,1
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Haploperla,1
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Epeorus,6
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Gomphidae,2
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Oligochaeta,10
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Nematoda,1
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Antocha,1
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Ephemerella,25
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Clinocera,4
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Leuctra,7
Macros,1666,ELKR000.5-4177,D-Frame,BENT-004,4/26/2017,11:10,Cinygmula,22
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Oligochaeta,5
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Gomphidae,1
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Nigronia,1
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Ephemerella,14
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Maccaffertium,1
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Acentrella,27
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Plauditus,1
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Optioservus,2
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Stenelmis,1
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Setodes,1
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Dolophilodes,5
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Neophylax,1
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Psephenus,8
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Drunella,30
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Ceratopogonidae,1
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Turbellaria,1
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Hexatoma,1
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Antocha,2
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Simulium,2
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Leucrocuta,1
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Stenacron,2
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Epeorus,2
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Ephemera,2
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Sphaeriidae/Pisidiidae,5
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Chironomidae,66
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Ceraclea,1
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Cheumatopsyche,3
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Ceratopsyche,2
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Isoperla,2
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Paraleptophlebia,3
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Promoresia,1
Macros,1667,WPIN001.5-4177,D-Frame,BENT-004,5/17/2017,11:30,Psilotreta,2
Macros,1805,PINE048.8-4177,D-Frame,BENT-004,5/17/2017,15:45,Serratella,19
Macros,1805,PINE048.8-4177,D-Frame,BENT-004,5/17/2017,15:45,Apatania,1
Macros,1805,PINE048.8-4177,D-Frame,BENT-004,5/17/2017,15:45,Acroneuria,4
Macros,1805,PINE048.8-4177,D-Frame,BENT-004,5/17/2017,15:45,Ephemera,4
Macros,1805,PINE048.8-4177,D-Frame,BENT-004,5/17/2017,15:45,Leucrocuta,1
Macros,1805,PINE048.8-4177,D-Frame,BENT-004,5/17/2017,15:45,Maccaffertium,6
Macros,1805,PINE048.8-4177,D-Frame,BENT-004,5/17/2017,15:45,Ophiogomphus,1
Macros,1805,PINE048.8-4177,D-Frame,BENT-004,5/17/2017,15:45,Leuctra,1
Macros,1805,PINE048.8-4177,D-Frame,BENT-004,5/17/2017,15:45,Chironomidae,40
Macros,1805,PINE048.8-4177,D-Frame,BENT-004,5/17/2017,15:45,Paragnetina,1
Macros,1805,PINE048.8-4177,D-Frame,BENT-004,5/17/2017,15:45,Oligochaeta,16
Macros,1805,PINE048.8-4177,D-Frame,BENT-004,5/17/2017,15:45,Hydracarina,5
Macros,1805,PINE048.8-4177,D-Frame,BENT-004,5/17/2017,15:45,Stenacron,1
Macros,1805,PINE048.8-4177,D-Frame,BENT-004,5/17/2017,15:45,Ceratopsyche,9
Macros,1805,PINE048.8-4177,D-Frame,BENT-004,5/17/2017,15:45,Cheumatopsyche,9
Macros,1805,PINE048.8-4177,D-Frame,BENT-004,5/17/2017,15:45,Hydroptila,2
Macros,1805,PINE048.8-4177,D-Frame,BENT-004,5/17/2017,15:45,Ceraclea,2
