Station_ID,Station Name,Date,Time,Parameter (units),Results,RDL
1746,PINE000.0-00006,9/15/2010,0:00,TDS (mg/l),46,
1746,PINE000.0-00006,9/15/2010,0:00,Sulfate (mg/l),7.23,
1746,PINE000.0-00006,9/15/2010,0:00,Chloride (mg/l),5.81,
1746,PINE000.0-00006,9/15/2010,0:00,Manganese (ug/l),33,
1771,BABB000.0-00001,5/12/2011,10:30,Hot Acidity (mg/l),16,
1771,BABB000.0-00001,5/12/2011,10:30,Sodium (mg/l),1.2,
1771,BABB000.0-00001,5/12/2011,10:30,Manganese  (mg/l),0.13,
1771,BABB000.0-00001,5/12/2011,10:30,Lithium (mg/l),Present Below Quantification Limit,0.11
1771,BABB000.0-00001,5/12/2011,10:30,Iron (mg/l),0.071,
1771,BABB000.0-00001,5/12/2011,10:30,Barium (mg/l),0.032,
1771,BABB000.0-00001,5/12/2011,10:30,T Org Carbon (mg/l),1.3,
1771,BABB000.0-00001,5/12/2011,10:30,Strontium (mg/l),0.023,
1771,BABB000.0-00001,5/12/2011,10:30,Sulfate (mg/l),22.6,
1771,BABB000.0-00001,5/12/2011,10:30,Chloride (mg/l),Present Below Quantification Limit,2
1771,BABB000.0-00001,5/12/2011,10:30,"Alkalinity, Total (mg/l)",Present Below Quantification Limit,5
1771,BABB000.0-00001,5/12/2011,10:30,Bromide (mg/l),Present Below Quantification Limit,0.6
1771,BABB000.0-00001,5/12/2011,10:30,TDS (mg/l),67,
1774,GNSE000.0-00001,5/12/2011,15:00,Sulfate (mg/l),8.3,
1774,GNSE000.0-00001,5/12/2011,15:00,Barium (mg/l),0.018,
1774,GNSE000.0-00001,5/12/2011,15:00,Iron (mg/l),0.14,
1774,GNSE000.0-00001,5/12/2011,15:00,TDS (mg/l),57,
1774,GNSE000.0-00001,5/12/2011,15:00,Hot Acidity (mg/l),25,
1774,GNSE000.0-00001,5/12/2011,15:00,"Alkalinity, Total (mg/l)",Present Below Quantification Limit,5
1774,GNSE000.0-00001,5/12/2011,15:00,Chloride (mg/l),2.3,
1774,GNSE000.0-00001,5/12/2011,15:00,Sodium (mg/l),1.6,
1774,GNSE000.0-00001,5/12/2011,15:00,T Org Carbon (mg/l),1.2,
1774,GNSE000.0-00001,5/12/2011,15:00,Strontium (mg/l),0.022,
1774,GNSE000.0-00001,5/12/2011,15:00,Manganese  (mg/l),0.015,
1774,GNSE000.0-00001,5/12/2011,15:00,Lithium (mg/l),Present Below Quantification Limit,0.11
1774,GNSE000.0-00001,5/12/2011,15:00,Bromide (mg/l),Present Below Quantification Limit,0.6
1819,BLOCK00.0-00001,11/2/2011,0:00,Phosphorus (mg/l),Present Below Quantification Limit,0.1
1819,BLOCK00.0-00001,11/2/2011,0:00,Sodium (mg/l),4.6,
1819,BLOCK00.0-00001,11/2/2011,0:00,Manganese  (mg/l),0.035,
1819,BLOCK00.0-00001,11/2/2011,0:00,Magnesium (mg/l),1.3,
1819,BLOCK00.0-00001,11/2/2011,0:00,Iron (mg/l),0.066,
1819,BLOCK00.0-00001,11/2/2011,0:00,Barium (mg/l),0.03,
1819,BLOCK00.0-00001,11/2/2011,0:00,"Carbon Dioxide, Total (mg/l)",24,
1819,BLOCK00.0-00001,11/2/2011,0:00,Aluminum (mg/l),Present Below Quantification Limit,0.05
1819,BLOCK00.0-00001,11/2/2011,0:00,T Org Carbon (mg/l),1.7,
1819,BLOCK00.0-00001,11/2/2011,0:00,TDS (mg/l),33,
1819,BLOCK00.0-00001,11/2/2011,0:00,Strontium (mg/l),0.034,
1819,BLOCK00.0-00001,11/2/2011,0:00,Sulfate (mg/l),8.2,
1819,BLOCK00.0-00001,11/2/2011,0:00,Hot Acidity (mg/l),Present Below Quantification Limit,10
1819,BLOCK00.0-00001,11/2/2011,0:00,"Alkalinity, Total (mg/l)",25,
1819,BLOCK00.0-00001,11/2/2011,0:00,Kjeldahl Nitrogen (mg/l),Present Below Quantification Limit,1
1819,BLOCK00.0-00001,11/2/2011,0:00,Nitrate-N (mg/l),0.38,
1819,BLOCK00.0-00001,11/2/2011,0:00,Chloride (mg/l),6.2,
1819,BLOCK00.0-00001,11/2/2011,0:00,Bromide (mg/l),Present Below Quantification Limit,0.6
1819,BLOCK00.0-00001,11/2/2011,0:00,Nitrogen (mg/l),Present Below Quantification Limit,0.1
1819,BLOCK00.0-00001,11/2/2011,0:00,Lithium (mg/l),Present Below Quantification Limit,0.11
1819,BLOCK00.0-00001,11/2/2011,0:00,"Alkalinity, Carbonate (mg/l)",Present Below Quantification Limit,5
1819,BLOCK00.0-00001,11/2/2011,0:00,"Potassium, Total (mg/l)",1,
1819,BLOCK00.0-00001,11/2/2011,0:00,"Alkalinity, Bicarbonate (mg/l)",25,
1819,BLOCK00.0-00001,11/2/2011,0:00,Cadmium,Present Below Quantification Limit,
1819,BLOCK00.0-00001,11/2/2011,0:00,Calcium T (mg/l),9.2,
1827,MARSH00.0-00001,7/28/2011,0:00,Lithium (mg/l),Present Below Quantification Limit,0.11
1827,MARSH00.0-00001,7/28/2011,0:00,Bromide (mg/l),Present Below Quantification Limit,0.6
1827,MARSH00.0-00001,7/28/2011,0:00,Chloride (mg/l),65.1,
1827,MARSH00.0-00001,7/28/2011,0:00,T Org Carbon (mg/l),4.7,
1827,MARSH00.0-00001,7/28/2011,0:00,TDS (mg/l),320,
1827,MARSH00.0-00001,7/28/2011,0:00,"Alkalinity, Total (mg/l)",101,
1827,MARSH00.0-00001,7/28/2011,0:00,Manganese  (mg/l),0.064,
1827,MARSH00.0-00001,7/28/2011,0:00,Sodium (mg/l),58.9,
1827,MARSH00.0-00001,7/28/2011,0:00,Strontium (mg/l),0.25,
1827,MARSH00.0-00001,7/28/2011,0:00,Sulfate (mg/l),24.8,
1827,MARSH00.0-00001,7/28/2011,0:00,Barium (mg/l),0.093,
1827,MARSH00.0-00001,7/28/2011,0:00,Hot Acidity (mg/l),Present Below Quantification Limit,10
1827,MARSH00.0-00001,7/28/2011,0:00,Iron (mg/l),0.18,
1832,PINE000.0-00010,6/27/2011,0:00,Sulfate (mg/l),23.5,
1832,PINE000.0-00010,6/27/2011,0:00,Bromide (mg/l),Present Below Quantification Limit,0.6
1832,PINE000.0-00010,6/27/2011,0:00,Lithium (mg/l),Present Below Quantification Limit,0.11
1832,PINE000.0-00010,6/27/2011,0:00,Manganese  (mg/l),0.036,
1832,PINE000.0-00010,6/27/2011,0:00,Sodium (mg/l),4.3,
1832,PINE000.0-00010,6/27/2011,0:00,Hot Acidity (mg/l),Present Below Quantification Limit,10
1832,PINE000.0-00010,6/27/2011,0:00,"Alkalinity, Total (mg/l)",29,
1832,PINE000.0-00010,6/27/2011,0:00,Chloride (mg/l),4.5,
1832,PINE000.0-00010,6/27/2011,0:00,Barium (mg/l),0.034,
1832,PINE000.0-00010,6/27/2011,0:00,TDS (mg/l),68,
1832,PINE000.0-00010,6/27/2011,0:00,Iron (mg/l),0.053,
1832,PINE000.0-00010,6/27/2011,0:00,Strontium (mg/l),0.041,
1833,PINE000.0-00011,8/4/2011,0:00,Manganese  (mg/l),0.067,
1833,PINE000.0-00011,8/4/2011,0:00,Hot Acidity (mg/l),Present Below Quantification Limit,10
1833,PINE000.0-00011,8/4/2011,0:00,Sodium (mg/l),5,
1833,PINE000.0-00011,8/4/2011,0:00,"Alkalinity, Total (mg/l)",35,
1833,PINE000.0-00011,8/4/2011,0:00,Lithium (mg/l),Present Below Quantification Limit,0.11
1833,PINE000.0-00011,8/4/2011,0:00,Iron (mg/l),0.087,
1833,PINE000.0-00011,8/4/2011,0:00,Barium (mg/l),0.042,
1833,PINE000.0-00011,8/4/2011,0:00,Sulfate (mg/l),34.6,
1833,PINE000.0-00011,8/4/2011,0:00,TDS (mg/l),157,
1833,PINE000.0-00011,8/4/2011,0:00,Chloride (mg/l),8.8,
1833,PINE000.0-00011,8/4/2011,0:00,Bromide (mg/l),Present Below Quantification Limit,0.6
1833,PINE000.0-00011,8/4/2011,0:00,Strontium (mg/l),0.059,
1833,PINE000.0-00011,8/4/2011,0:00,T Org Carbon (mg/l),1.8,
1843,WILSN00.0-00001,11/2/2011,0:00,Sulfate (mg/l),21.1,
1843,WILSN00.0-00001,11/2/2011,0:00,Cadmium,Present Below Quantification Limit,
1843,WILSN00.0-00001,11/2/2011,0:00,Iron (mg/l),1.2,
1843,WILSN00.0-00001,11/2/2011,0:00,Lithium (mg/l),Present Below Quantification Limit,0.11
1843,WILSN00.0-00001,11/2/2011,0:00,Magnesium (mg/l),10.6,
1843,WILSN00.0-00001,11/2/2011,0:00,Manganese  (mg/l),2.2,
1843,WILSN00.0-00001,11/2/2011,0:00,"Potassium, Total (mg/l)",1.8,
1843,WILSN00.0-00001,11/2/2011,0:00,Nitrogen (mg/l),Present Below Quantification Limit,0.1
1843,WILSN00.0-00001,11/2/2011,0:00,Aluminum (mg/l),1.9,
1843,WILSN00.0-00001,11/2/2011,0:00,T Org Carbon (mg/l),2,
1843,WILSN00.0-00001,11/2/2011,0:00,Sodium (mg/l),3.9,
1843,WILSN00.0-00001,11/2/2011,0:00,"Carbon Dioxide, Total (mg/l)",21,
1843,WILSN00.0-00001,11/2/2011,0:00,Strontium (mg/l),0.075,
1843,WILSN00.0-00001,11/2/2011,0:00,Barium (mg/l),0.032,
1843,WILSN00.0-00001,11/2/2011,0:00,"Alkalinity, Carbonate (mg/l)",Present Below Quantification Limit,5
1843,WILSN00.0-00001,11/2/2011,0:00,Hot Acidity (mg/l),Present Below Quantification Limit,10
1843,WILSN00.0-00001,11/2/2011,0:00,Bromide (mg/l),Present Below Quantification Limit,0.6
1843,WILSN00.0-00001,11/2/2011,0:00,"Alkalinity, Bicarbonate (mg/l)",22,
1843,WILSN00.0-00001,11/2/2011,0:00,Chloride (mg/l),20.5,
1843,WILSN00.0-00001,11/2/2011,0:00,Nitrate-N (mg/l),0.3,
1843,WILSN00.0-00001,11/2/2011,0:00,Kjeldahl Nitrogen (mg/l),Present Below Quantification Limit,1
1843,WILSN00.0-00001,11/2/2011,0:00,Phosphorus (mg/l),Present Below Quantification Limit,0.1
1843,WILSN00.0-00001,11/2/2011,0:00,TDS (mg/l),176,
1843,WILSN00.0-00001,11/2/2011,0:00,"Alkalinity, Total (mg/l)",22,
1843,WILSN00.0-00001,11/2/2011,0:00,Calcium T (mg/l),30.2,
1898,PINE000.0-00012,7/11/2012,0:00,Chloride (mg/l),4.9,
1898,PINE000.0-00012,7/11/2012,0:00,"Potassium, Total (mg/l)",0.97,
1898,PINE000.0-00012,7/11/2012,0:00,Hot Acidity (mg/l),Present Below Quantification Level,10
1898,PINE000.0-00012,7/11/2012,0:00,Strontium (mg/l),0.029,
1898,PINE000.0-00012,7/11/2012,0:00,"Alkalinity, Bicarbonate (mg/l)",23,
1898,PINE000.0-00012,7/11/2012,0:00,"Alkalinity, Carbonate (mg/l)",Present Below Quantification Level,5
1898,PINE000.0-00012,7/11/2012,0:00,"Alkalinity, Total (mg/l)",23,
1898,PINE000.0-00012,7/11/2012,0:00,"Carbon Dioxide, Total (mg/l)",21,
1898,PINE000.0-00012,7/11/2012,0:00,Nitrate/Nitrite-N (mg/l),0.16,
1898,PINE000.0-00012,7/11/2012,0:00,Kjeldahl Nitrogen (mg/l),Present Below Quantification Level,1
1898,PINE000.0-00012,7/11/2012,0:00,Nitrogen (mg/l),Present Below Quantification Level,0.1
1898,PINE000.0-00012,7/11/2012,0:00,Phosphorus (mg/l),0.041,
1898,PINE000.0-00012,7/11/2012,0:00,Barium (mg/l),0.021,
1898,PINE000.0-00012,7/11/2012,0:00,Bromide (mg/l),0.0144,
1898,PINE000.0-00012,7/11/2012,0:00,Aluminum (mg/l),0.069,
1898,PINE000.0-00012,7/11/2012,0:00,Sulfate (mg/l),8.9,
1898,PINE000.0-00012,7/11/2012,0:00,Calcium T (mg/l),7.1,
1898,PINE000.0-00012,7/11/2012,0:00,Iron (mg/l),0.24,
1898,PINE000.0-00012,7/11/2012,0:00,Lithium (mg/l),Present Below Quantification Level,0.11
1898,PINE000.0-00012,7/11/2012,0:00,Sodium (mg/l),2.8,
1898,PINE000.0-00012,7/11/2012,0:00,Manganese  (mg/l),0.038,
1898,PINE000.0-00012,7/11/2012,0:00,TDS (mg/l),63,
1898,PINE000.0-00012,7/11/2012,0:00,Magnesium (mg/l),1.8,
1898,PINE000.0-00012,7/11/2012,0:00,T Org Carbon (mg/l),1.5,
1899,PINE000.0-00013,7/12/2012,0:00,Phosphorus (mg/l),0.024,
1899,PINE000.0-00013,7/12/2012,0:00,Lithium (mg/l),Present Below Quantification Level,0.11
1899,PINE000.0-00013,7/12/2012,0:00,"Alkalinity, Bicarbonate (mg/l)",34,
1899,PINE000.0-00013,7/12/2012,0:00,Sulfate (mg/l),26,
1899,PINE000.0-00013,7/12/2012,0:00,"Alkalinity, Total (mg/l)",34,
1899,PINE000.0-00013,7/12/2012,0:00,"Carbon Dioxide, Total (mg/l)",31,
1899,PINE000.0-00013,7/12/2012,0:00,Nitrogen (mg/l),Present Below Quantification Level,0.1
1899,PINE000.0-00013,7/12/2012,0:00,"Alkalinity, Carbonate (mg/l)",Present Below Quantification Level,5
1899,PINE000.0-00013,7/12/2012,0:00,Chloride (mg/l),5.6,
1899,PINE000.0-00013,7/12/2012,0:00,Bromide (mg/l),0.0207,
1899,PINE000.0-00013,7/12/2012,0:00,Kjeldahl Nitrogen (mg/l),Present Below Quantification Level,1
1899,PINE000.0-00013,7/12/2012,0:00,Sodium (mg/l),3.7,
1899,PINE000.0-00013,7/12/2012,0:00,TDS (mg/l),54,
1899,PINE000.0-00013,7/12/2012,0:00,Nitrate/Nitrite-N (mg/l),Present Below Quantification Level,0.1
1899,PINE000.0-00013,7/12/2012,0:00,Strontium (mg/l),0.046,
1899,PINE000.0-00013,7/12/2012,0:00,"Potassium, Total (mg/l)",1.1,
1899,PINE000.0-00013,7/12/2012,0:00,Manganese  (mg/l),0.062,
1899,PINE000.0-00013,7/12/2012,0:00,Magnesium (mg/l),2.9,
1899,PINE000.0-00013,7/12/2012,0:00,T Org Carbon (mg/l),1.8,
1899,PINE000.0-00013,7/12/2012,0:00,Hot Acidity (mg/l),Present Below Quantification Level,10
1899,PINE000.0-00013,7/12/2012,0:00,Iron (mg/l),0.081,
1899,PINE000.0-00013,7/12/2012,0:00,Barium (mg/l),0.031,
1899,PINE000.0-00013,7/12/2012,0:00,Aluminum (mg/l),0.053,
1899,PINE000.0-00013,7/12/2012,0:00,Calcium T (mg/l),12.3,
1900,PINE000.0-00014,7/13/2012,0:00,Barium (mg/l),0.03,
1900,PINE000.0-00014,7/13/2012,0:00,Sodium (mg/l),3.7,
1900,PINE000.0-00014,7/13/2012,0:00,TDS (mg/l),57,
1900,PINE000.0-00014,7/13/2012,0:00,Manganese  (mg/l),0.056,
1900,PINE000.0-00014,7/13/2012,0:00,Strontium (mg/l),0.044,
1900,PINE000.0-00014,7/13/2012,0:00,Lithium (mg/l),Present Below Quantification Level,0.11
1900,PINE000.0-00014,7/13/2012,0:00,Hot Acidity (mg/l),Present Below Quantification Level,10
1900,PINE000.0-00014,7/13/2012,0:00,Calcium T (mg/l),12,
1900,PINE000.0-00014,7/13/2012,0:00,Aluminum (mg/l),Present Below Quantification Level,0.05
1900,PINE000.0-00014,7/13/2012,0:00,"Carbon Dioxide, Total (mg/l)",27,
1900,PINE000.0-00014,7/13/2012,0:00,"Potassium, Total (mg/l)",1.2,
1900,PINE000.0-00014,7/13/2012,0:00,Iron (mg/l),0.067,
1900,PINE000.0-00014,7/13/2012,0:00,Nitrogen (mg/l),2,
1900,PINE000.0-00014,7/13/2012,0:00,Sulfate (mg/l),22.4,
1900,PINE000.0-00014,7/13/2012,0:00,Magnesium (mg/l),2.8,
1900,PINE000.0-00014,7/13/2012,0:00,Phosphorus (mg/l),0.024,
1900,PINE000.0-00014,7/13/2012,0:00,Kjeldahl Nitrogen (mg/l),2,
1900,PINE000.0-00014,7/13/2012,0:00,Nitrate/Nitrite-N (mg/l),Present Below Quantification Level,0.1
1900,PINE000.0-00014,7/13/2012,0:00,Chloride (mg/l),5.4,
1900,PINE000.0-00014,7/13/2012,0:00,"Alkalinity, Bicarbonate (mg/l)",29,
1900,PINE000.0-00014,7/13/2012,0:00,Bromide (mg/l),0.0159,
1900,PINE000.0-00014,7/13/2012,0:00,"Alkalinity, Carbonate (mg/l)",Present Below Quantification Level,5
1900,PINE000.0-00014,7/13/2012,0:00,T Org Carbon (mg/l),2.1,
1900,PINE000.0-00014,7/13/2012,0:00,"Alkalinity, Total (mg/l)",29,
2064,PINE000.0-00017,7/3/2014,14:00,Nitrogen (mg/l),Present Below Quantification Limit,0.1
2064,PINE000.0-00017,7/3/2014,14:00,Calcium T (mg/l),10.1,
2064,PINE000.0-00017,7/3/2014,14:00,T Org Carbon (mg/l),2.7,
2064,PINE000.0-00017,7/3/2014,14:00,Aluminum (mg/l),0.063,
2064,PINE000.0-00017,7/3/2014,14:00,Barium (mg/l),0.024,
2064,PINE000.0-00017,7/3/2014,14:00,Iron (mg/l),0.088,
2064,PINE000.0-00017,7/3/2014,14:00,Lithium (mg/l),Present Below Quantification Limit,0.05
2064,PINE000.0-00017,7/3/2014,14:00,Magnesium (mg/l),2.1,
2064,PINE000.0-00017,7/3/2014,14:00,Manganese  (mg/l),0.024,
2064,PINE000.0-00017,7/3/2014,14:00,Strontium (mg/l),0.035,
2064,PINE000.0-00017,7/3/2014,14:00,Kjeldahl Nitrogen (mg/l),Present Below Quantification Limit,1
2064,PINE000.0-00017,7/3/2014,14:00,Potassium (mg/l),1.1,
2064,PINE000.0-00017,7/3/2014,14:00,TDS (mg/l),62,
2064,PINE000.0-00017,7/3/2014,14:00,Sulfate (mg/l),12.2,
2064,PINE000.0-00017,7/3/2014,14:00,Phosphorus (mg/l),0.01,
2064,PINE000.0-00017,7/3/2014,14:00,pH (None),8.48,
2064,PINE000.0-00017,7/3/2014,14:00,Nitrate/Nitrite-N (mg/l),Present Below Quantification Limit,0.1
2064,PINE000.0-00017,7/3/2014,14:00,Chloride (mg/l),4.1,
2064,PINE000.0-00017,7/3/2014,14:00,"Carbon Dioxide, Total (mg/l)",18,
2064,PINE000.0-00017,7/3/2014,14:00,Bromide (ug/l),Present Below Quantification Limit,10
2064,PINE000.0-00017,7/3/2014,14:00,"Alkalinity, Total (mg/l)",21,
2064,PINE000.0-00017,7/3/2014,14:00,"Alkalinity, Carbonate (mg/l)",Present Below Quantification Limit,5
2064,PINE000.0-00017,7/3/2014,14:00,Hot Acidity (mg/l),-21.8,
2064,PINE000.0-00017,7/3/2014,14:00,Sodium (mg/l),3.2,
2064,PINE000.0-00017,7/3/2014,14:00,"Alkalinity, Bicarbonate (mg/l)",20,
1769,PINE000.0-00008,8/4/2015,9:15,Bromide (ug/l),13.1,
1769,PINE000.0-00008,8/4/2015,9:15,Iron (mg/l),0.046,
1769,PINE000.0-00008,8/4/2015,9:15,Chloride (mg/l),4.9,
1769,PINE000.0-00008,8/4/2015,9:15,"Carbon Dioxide, Total (mg/l)",27,
1769,PINE000.0-00008,8/4/2015,9:15,Calcium T (mg/l),11.4,
1769,PINE000.0-00008,8/4/2015,9:15,Barium (mg/l),0.032,
1769,PINE000.0-00008,8/4/2015,9:15,Aluminum (mg/l),Present Below Quantification Limit,0.05
1769,PINE000.0-00008,8/4/2015,9:15,"Alkalinity, Total (mg/l)",30,
1769,PINE000.0-00008,8/4/2015,9:15,"Alkalinity, Carbonate (mg/l)",Present Below Quantification Limit,5
1769,PINE000.0-00008,8/4/2015,9:15,Hot Acidity (mg/l),-23.6,
1769,PINE000.0-00008,8/4/2015,9:15,Manganese  (mg/l),0.033,
1769,PINE000.0-00008,8/4/2015,9:15,"Alkalinity, Bicarbonate (mg/l)",30,
1769,PINE000.0-00008,8/4/2015,9:15,TDS (mg/l),75,
1769,PINE000.0-00008,8/4/2015,9:15,Lithium (mg/l),Present Below Quantification Limit,0.05
1769,PINE000.0-00008,8/4/2015,9:15,Magnesium (mg/l),2.6,
1769,PINE000.0-00008,8/4/2015,9:15,Kjeldahl Nitrogen (mg/l),Present Below Quantification Limit,1
1769,PINE000.0-00008,8/4/2015,9:15,T Org Carbon (mg/l),2.5,
1769,PINE000.0-00008,8/4/2015,9:15,Sulfate (mg/l),17.8,
1769,PINE000.0-00008,8/4/2015,9:15,Strontium (mg/l),0.042,
1769,PINE000.0-00008,8/4/2015,9:15,Sodium (mg/l),3.6,
1769,PINE000.0-00008,8/4/2015,9:15,Potassium (mg/l),1.1,
1769,PINE000.0-00008,8/4/2015,9:15,pH (None),7.99,
1769,PINE000.0-00008,8/4/2015,9:15,Nitrate/Nitrite-N (mg/l),Present Below Quantification Limit,0.1
1769,PINE000.0-00008,8/4/2015,9:15,Nitrogen (mg/l),Present Below Quantification Limit,0.1
1827,MARSH00.0-00001,7/21/2015,12:45,Nitrate/Nitrite-N (mg/l),1.81,
1827,MARSH00.0-00001,7/21/2015,12:45,pH (None),8.13,
1827,MARSH00.0-00001,7/21/2015,12:45,Potassium (mg/l),2.5,
1827,MARSH00.0-00001,7/21/2015,12:45,Sodium (mg/l),21.5,
1827,MARSH00.0-00001,7/21/2015,12:45,Strontium (mg/l),0.12,
1827,MARSH00.0-00001,7/21/2015,12:45,Sulfate (mg/l),12,
1827,MARSH00.0-00001,7/21/2015,12:45,TDS (mg/l),210,
1827,MARSH00.0-00001,7/21/2015,12:45,Manganese  (mg/l),0.027,
1827,MARSH00.0-00001,7/21/2015,12:45,Nitrogen (mg/l),1.81,
1827,MARSH00.0-00001,7/21/2015,12:45,Aluminum (mg/l),0.067,
1827,MARSH00.0-00001,7/21/2015,12:45,Kjeldahl Nitrogen (mg/l),Present Below Quantification Limit,1
1827,MARSH00.0-00001,7/21/2015,12:45,Magnesium (mg/l),3.3,
1827,MARSH00.0-00001,7/21/2015,12:45,T Org Carbon (mg/l),4.6,
1827,MARSH00.0-00001,7/21/2015,12:45,Iron (mg/l),0.1,
1827,MARSH00.0-00001,7/21/2015,12:45,"Carbon Dioxide, Total (mg/l)",56,
1827,MARSH00.0-00001,7/21/2015,12:45,Calcium T (mg/l),23.6,
1827,MARSH00.0-00001,7/21/2015,12:45,Barium (mg/l),0.054,
1827,MARSH00.0-00001,7/21/2015,12:45,"Alkalinity, Total (mg/l)",62,
1827,MARSH00.0-00001,7/21/2015,12:45,"Alkalinity, Carbonate (mg/l)",Present Below Quantification Limit,5
1827,MARSH00.0-00001,7/21/2015,12:45,"Alkalinity, Bicarbonate (mg/l)",62,
1827,MARSH00.0-00001,7/21/2015,12:45,Hot Acidity (mg/l),-58.35,
1827,MARSH00.0-00001,7/21/2015,12:45,Lithium (mg/l),Present Below Quantification Limit,0.05
1827,MARSH00.0-00001,7/21/2015,12:45,Bromide (ug/l),27.6,
1827,MARSH00.0-00001,7/21/2015,12:45,Chloride (mg/l),29.9,
1843,WILSN00.0-00001,10/1/2015,9:00,Aluminum (mg/l),0.56,
1843,WILSN00.0-00001,10/1/2015,9:00,Lithium (mg/l),Present Below Quantification Limit,0.05
1843,WILSN00.0-00001,10/1/2015,9:00,Iron (mg/l),0.23,
1843,WILSN00.0-00001,10/1/2015,9:00,Chloride (mg/l),16.6,
1843,WILSN00.0-00001,10/1/2015,9:00,"Carbon Dioxide, Total (mg/l)",43,
1843,WILSN00.0-00001,10/1/2015,9:00,Calcium T (mg/l),40.4,
1843,WILSN00.0-00001,10/1/2015,9:00,Hot Acidity (mg/l),-45.35,
1843,WILSN00.0-00001,10/1/2015,9:00,Barium (mg/l),0.044,
1843,WILSN00.0-00001,10/1/2015,9:00,"Alkalinity, Total (mg/l)",47,
1843,WILSN00.0-00001,10/1/2015,9:00,Nitrate/Nitrite-N (mg/l),0.55,
1843,WILSN00.0-00001,10/1/2015,9:00,"Alkalinity, Carbonate (mg/l)",Present Below Quantification Limit,5
1843,WILSN00.0-00001,10/1/2015,9:00,"Alkalinity, Bicarbonate (mg/l)",47,
1843,WILSN00.0-00001,10/1/2015,9:00,Bromide (ug/l),24.6,
1843,WILSN00.0-00001,10/1/2015,9:00,Kjeldahl Nitrogen (mg/l),Present Below Quantification Limit,1
1843,WILSN00.0-00001,10/1/2015,9:00,Magnesium (mg/l),10.2,
1843,WILSN00.0-00001,10/1/2015,9:00,Manganese  (mg/l),1,
1843,WILSN00.0-00001,10/1/2015,9:00,Nitrogen (mg/l),Present Below Quantification Limit,0.1
1843,WILSN00.0-00001,10/1/2015,9:00,TDS (mg/l),225,
1843,WILSN00.0-00001,10/1/2015,9:00,Sulfate (mg/l),96.3,
1843,WILSN00.0-00001,10/1/2015,9:00,Strontium (mg/l),0.1,
1843,WILSN00.0-00001,10/1/2015,9:00,Sodium (mg/l),9.8,
1843,WILSN00.0-00001,10/1/2015,9:00,Potassium (mg/l),2.8,
1843,WILSN00.0-00001,10/1/2015,9:00,pH (None),7.8,
1843,WILSN00.0-00001,10/1/2015,9:00,T Org Carbon (mg/l),4.8,
1706,ELKRN00.0-00001,10/15/2008,0:00,Water Temperature (deg C),14,
1706,ELKRN00.0-00001,10/15/2008,0:00,pH - Field (None),7.23,
1706,ELKRN00.0-00001,10/15/2008,0:00,Specific Conductivity (umho/cm),93,
1706,ELKRN00.0-00001,10/15/2008,0:00,Alkalinity - Field (mg/l),40,
1706,ELKRN00.0-00001,10/15/2008,0:00,Dissolved Oxygen (mg/l),9.6,
1706,ELKRN00.0-00001,10/15/2008,0:00,Flow (cfs),1.0812,
1741,PINE000.0-00001,10/13/2008,0:00,Water Temperature (deg C),13.7,
1741,PINE000.0-00001,10/13/2008,0:00,pH - Field (None),7.19,
1741,PINE000.0-00001,10/13/2008,0:00,Specific Conductivity (umho/cm),154,
1741,PINE000.0-00001,10/13/2008,0:00,Alkalinity - Field (mg/l),36,
1741,PINE000.0-00001,10/13/2008,0:00,Dissolved Oxygen (mg/l),9.9,
1741,PINE000.0-00001,10/13/2008,0:00,Flow (cfs),78,
1742,PINE000.0-00002,10/13/2008,0:00,Water Temperature (deg C),15.83,
1742,PINE000.0-00002,10/13/2008,0:00,pH - Field (None),8.84,
1742,PINE000.0-00002,10/13/2008,0:00,Specific Conductivity (umho/cm),109,
1742,PINE000.0-00002,10/13/2008,0:00,Alkalinity - Field (mg/l),28,
1742,PINE000.0-00002,10/13/2008,0:00,Dissolved Oxygen (mg/l),11.8,
1742,PINE000.0-00002,10/13/2008,0:00,Flow (cfs),12.2393,
1746,PINE000.0-00006,9/15/2010,0:00,Water Temperature (deg C),14.34,
1746,PINE000.0-00006,9/15/2010,0:00,pH - Field (None),7.93,
1746,PINE000.0-00006,9/15/2010,0:00,Specific Conductivity (umho/cm),68,
1746,PINE000.0-00006,9/15/2010,0:00,Dissolved Oxygen (mg/l),11.02,
1746,PINE000.0-00006,9/15/2010,0:00,Water Temperature (deg C),17.81,
1746,PINE000.0-00006,9/15/2010,0:00,pH - Field (None),8.35,
1746,PINE000.0-00006,9/15/2010,0:00,Specific Conductivity (umho/cm),57,
1746,PINE000.0-00006,9/15/2010,0:00,Dissolved Oxygen (mg/l),10.53,
1771,BABB000.0-00001,5/12/2011,10:30,Water Temperature (deg C),10.76,
1771,BABB000.0-00001,5/12/2011,10:30,pH - Field (None),6.35,
1771,BABB000.0-00001,5/12/2011,10:30,Dissolved Oxygen (mg/l),10.69,
1771,BABB000.0-00001,5/12/2011,10:30,Specific Conductivity (umho/cm),80,
1774,GNSE000.0-00001,5/12/2011,15:00,Water Temperature (deg C),14.65,
1774,GNSE000.0-00001,5/12/2011,15:00,Dissolved Oxygen (mg/l),10.16,
1774,GNSE000.0-00001,5/12/2011,15:00,Specific Conductivity (umho/cm),72,
1774,GNSE000.0-00001,5/12/2011,15:00,pH - Field (None),7.4,
